username,Display Name,Profile pic,topmate_link,category,title,earnings,bookings,source,classification_method,earnings_rank,category_link
mayur_tejwani,Mayur Tejwani,https://static.topmate.io/p3t3CpBSro7GGCcngYmmLS.jpg,https://topmate.io/mayur_tejwani,Consulting & Business Analysts,"CA🔹Helping you land management consulting & investment banking jobs🔹McKinsey🔹JPMorgan🔹Helping you with your B School application🔹1,000+ Mentored🔹Book 1:1 Guidance Now!",19359,65,categorizedusers,original,22,https://awards.topmate.io/consulting-business-analysts
riya_chakravarty,Riya Chakravarty,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Riya-Chakravarty-1747599510.jpeg,https://topmate.io/riya_chakravarty,Consulting & Business Analysts,"Associate Partner in McKinsey specialising in AI, data science, consulting and operations. Mentored & placed 500+ members at McKinsey and through LinkedIn.",19240,15,categorizedusers,original,23,https://awards.topmate.io/consulting-business-analysts
theweb3ca,CA Sonu Jain,https://static.topmate.io/dD9tvZSnFED61vfXjLjudG.png,https://topmate.io/theweb3ca,Accounting & Tax Advisory,Chartered Accountant and Crypto Tax Expert,825122,130,categorizedusers,original,1,https://awards.topmate.io/accounting-tax-advisory
ca_pulkit_gupta,CA Pulkit Gupta,https://static.topmate.io/hJNJi9ZA2JTPjx8SLSDQVq.jpg,https://topmate.io/ca_pulkit_gupta,Accounting & Tax Advisory,"Experienced Business Growth & Tax Consultant for HNIs & ambitious Entrepreneurs | Helped 525+ clients legally save taxes & expand globally | Specialist in Tax-Free Company Formation, Corporate Restructuring, Second Passport & Investment",146000,110,categorizedusers,original,2,https://awards.topmate.io/accounting-tax-advisory
abhinavgulechha,CA Abhinav Gulechha,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_3d96e848-b44c-4b97-9a0b-9d2e376206cd.jpeg,https://topmate.io/abhinavgulechha,Accounting & Tax Advisory,India/US Tax Consultant,145200,18,categorizedusers,original,3,https://awards.topmate.io/accounting-tax-advisory
namaste_germany_consultation,Namaste Germany Consultation Services,https://topmate-staging.s3.ap-south-1.amazonaws.com/nfGrYx6ZtogdrnLZ9shrH7.jpg,https://topmate.io/namaste_germany_consultation,Accounting & Tax Advisory,,134941,681,top400earners,llm_haiku,4,https://awards.topmate.io/accounting-tax-advisory
financialy,ThatCreditCardGuy,https://static.topmate.io/nmELyhEatDi98TmbyCWM4C.JPG,https://topmate.io/financialy,Accounting & Tax Advisory,,96300,20,top400earners,llm_haiku,5,https://awards.topmate.io/accounting-tax-advisory
steuer_cube,Steuer Cube,https://static.topmate.io/4TiyoMMLM8LnhNnRqN1DQg.jpg,https://topmate.io/steuer_cube,Accounting & Tax Advisory,Tax Consultant,88188,154,categorizedusers,original,6,https://awards.topmate.io/accounting-tax-advisory
pedro_gaudencio,Pedro Gaudencio,https://static.topmate.io/i3kA5rt1uiEbMivnpcVn86.jpg,https://topmate.io/pedro_gaudencio,Accounting & Tax Advisory,,64440,3,top400earners,llm_haiku,7,https://awards.topmate.io/accounting-tax-advisory
asif_masani,Asif Masani,https://static.topmate.io/gKrW7JFkwdz2XCmBiQEin8.jpeg,https://topmate.io/asif_masani,Accounting & Tax Advisory,I help finance professionals on their FP&A journey | FP&A Manager at Coursera | Ex Citi & EY | Chartered Accountant,62472,9,categorizedusers,original,8,https://awards.topmate.io/accounting-tax-advisory
maha,Maha,https://static.topmate.io/poZaK6wKjqXWdJ1xQcUFwh.jpg,https://topmate.io/maha,Accounting & Tax Advisory,"Ex-Venture Capitalist and founder, Chartered Accountant, Ivy League MBA",34665,7,categorizedusers,original,9,https://awards.topmate.io/accounting-tax-advisory
shivam_mishra64,CA Shivam Mishra,https://static.topmate.io/3bob5o5nmRMbh6JHiWR6jb.jpeg,https://topmate.io/shivam_mishra64,Accounting & Tax Advisory,AIR 1 CA Final | AIR 20 CA Inter | AIR 50 CA Found | Articleship - KPMG | LinkedIn - 100K+ Followers,34612,115,categorizedusers,original,10,https://awards.topmate.io/accounting-tax-advisory
roshan_agarwal,Roshan Agarwal,https://static.topmate.io/7zwt2EX9Qt7wt2vWo4vLgo.jpeg,https://topmate.io/roshan_agarwal,Accounting & Tax Advisory,"Practicing Chartered Accountant,Forensic Auditor, Information Systems Auditor, Concurrent Auditor",24889,11,categorizedusers,original,11,https://awards.topmate.io/accounting-tax-advisory
ca_siddhant_gupta,Siddhant Gupta,https://static.topmate.io/67ssNDzaXpXXk1FnWBq3Zt.jpeg,https://topmate.io/ca_siddhant_gupta,Accounting & Tax Advisory,"Indian School of Business - MBA Gold Medalist | Rank-holder Chartered Accountant | Vice-President, Investments @ Sixth Sense Ventures, India's largest domestic consumer focused venture capital fund | Founder, SkillsOn",22389,20,categorizedusers,original,12,https://awards.topmate.io/accounting-tax-advisory
heramb_maheshwari,Heramb Maheshwari,https://static.topmate.io/o5xh7RxP2BiVFp3jKNBN9Q.JPG,https://topmate.io/heramb_maheshwari,Accounting & Tax Advisory,McKinsey & Co. (Incoming) | CA Final AIR-1 | ISB-Executive Ed | CFA LII Candidate | Mentor | Here to help you :),20047,49,categorizedusers,original,13,https://awards.topmate.io/accounting-tax-advisory
e_startupindia,E-Startup India,https://static.topmate.io/ijyA9zXbDQbMurWvAwiMYz.png,https://topmate.io/e_startupindia,Accounting & Tax Advisory,"Talk & Consult Top CA, CS, Lawyer, finance and corporate professionals",17030,23,categorizedusers,original,14,https://awards.topmate.io/accounting-tax-advisory
saurabh_parmar,Saurabh Parmar,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Saurabh-Parmar-1674725068.jpeg,https://topmate.io/saurabh_parmar,Career Mentorship,,64835,6,top400earners,llm_haiku,1,https://awards.topmate.io/career-mentorship
gaurav_gandhi_mentor,Gaurav Gandhi,https://static.topmate.io/ssZyuKtHfoWnAMxdktR6KN.png,https://topmate.io/gaurav_gandhi_mentor,Career Mentorship,Career Transition Mentor,64515,18,categorizedusers,original,2,https://awards.topmate.io/career-mentorship
itsprincesingh,Prince Singh,https://static.topmate.io/kLVEinrnfCd4FbyioAh3Dg.jpg,https://topmate.io/itsprincesingh,Career Mentorship,"Founding Engineer @ProPeers | AI Architect + FullStack Developer | Ex-SDE @Cloud & DevOpsConduction | Mentor | Agentic AI, GenAI, LLMs, RAG, MCP Systems | LangChain, ChromaDB | DevOps, AIOps | DSA, System Design | 150K+ Community",63285,237,categorizedusers,original,3,https://awards.topmate.io/career-mentorship
mysirg,Saurabh Shukla,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_bac5ecc5-c677-4d4b-91b3-92669482f5fb.jpeg,https://topmate.io/mysirg,Career Mentorship,"Founder MySirG.com, Teacher and YouTuber (860k+ Subscribers)",63203,101,categorizedusers,original,4,https://awards.topmate.io/career-mentorship
shirinkhosravijam,Shirin Khosravi Jam,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_6edf7864-e4b4-4616-8933-6079e6bc9bd5.jpeg,https://topmate.io/shirinkhosravijam,Career Mentorship,,63080,34,top400earners,llm_haiku,5,https://awards.topmate.io/career-mentorship
deepak_thakur10,Deepak Thakur,https://static.topmate.io/roSG8uygDvjyDtwgB14B7q.jpg,https://topmate.io/deepak_thakur10,Career Mentorship,Professional Freelancer Consultant || Business Specialist || Career Guidance,60419,216,categorizedusers,original,6,https://awards.topmate.io/career-mentorship
nikhil_bhanderi,Nikhil Bhanderi,https://topmate-staging.s3.amazonaws.com/wi8ERSmuuTvrZYHmyBXVdr.jpeg,https://topmate.io/nikhil_bhanderi,Career Mentorship,,59096,50,top400earners,llm_haiku,7,https://awards.topmate.io/career-mentorship
christel_dsouza,Christel  D'Souza,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_37660a15-b856-43d0-b55a-48435409aace.jpeg,https://topmate.io/christel_dsouza,Career Mentorship,Talent Acquisition | Leadership Hiring | TA Strategy | Management Consulting,57597,195,categorizedusers,original,8,https://awards.topmate.io/career-mentorship
mansichopra,Mansi Chopra,https://topmate-staging.s3.amazonaws.com/cGnQdyxBmhwCFBBs7YbQge.jpeg,https://topmate.io/mansichopra,Career Mentorship,,56568,588,top400earners,llm_haiku,9,https://awards.topmate.io/career-mentorship
garima_jain19,Garima Jain,https://topmate-staging.s3.amazonaws.com/u8wyCD1yX5pjTjgwW82i5m.jpg,https://topmate.io/garima_jain19,Career Mentorship,"Co-Founder @ DU Club | B.Com, Kirori Mal College (DU) | HR Consultant @ Cielo | DU & CUET Mentor | 9 to 5 HR + Full-time Creator | 120K+ Community on IG | 97% in 12th (District Topper) | Ex-Event Head @ NSS",53921,562,categorizedusers,original,10,https://awards.topmate.io/career-mentorship
adil_khan,Adil Khan,https://static.topmate.io/tHnQnW3cqcq5p6WLQf7SJP.jpeg,https://topmate.io/adil_khan,Career Mentorship,Strategic Initiatives @ServiceNow | Bain & Company | JMI'21 | Mentor & Speaker | Empowering your consulting journey and personal brand,48154,114,categorizedusers,original,11,https://awards.topmate.io/career-mentorship
goiyerthecoach,Gopal A. Iyer,https://static.topmate.io/xxhBmpFXPMCREo32hGdfCK.jpg,https://topmate.io/goiyerthecoach,Career Mentorship,"Bringing 21 Years of Global Expertise in Professional Services, Investment Banking, and ITES | Spanning India, US, UK, Hong Kong, and Japan | 37K LinkedIn Followers | Esteemed Keynote Speaker | Proud IIM Kozhikode Alumnus",44028,14,categorizedusers,original,12,https://awards.topmate.io/career-mentorship
ruchika_bhartiya,Ruchika Bhartiya,https://static.topmate.io/vkEYKKY8nTcMYK5AafXF3Z.jpeg,https://topmate.io/ruchika_bhartiya,Career Mentorship,"Management consultant | Career coach | I help with your career and personal development | Ex- BCG, Bain, Zomato | IIM Bangalore",42374,42,categorizedusers,original,13,https://awards.topmate.io/career-mentorship
naresh_kumar_boddupally,Naresh Kumar Boddupally,https://static.topmate.io/eRjAkjKDvxp7NoDs528ZKG.png,https://topmate.io/naresh_kumar_boddupally,Career Mentorship,Founder of Clever Studies | 20K Followers | Offshore Lead @Coforge | Ex Project Manager @Infosys | MS Fabric |ADF |PySpark | Databricks | Unity Catalog | SQL | Hadoop | Hive | Python | Financial Planner,40661,95,categorizedusers,original,14,https://awards.topmate.io/career-mentorship
ajay_jeyachandar,Ajay Jeyachandar,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_8bd6e330-b546-4133-bd13-e4eefebdf63d.jpeg,https://topmate.io/ajay_jeyachandar,Career Mentorship,"Career Coach offering resume review, job search strategies and interview preparation",36045,52,categorizedusers,original,15,https://awards.topmate.io/career-mentorship
hr4advice,Khanak | hr4advice,https://static.topmate.io/hCXHuH4e8XtVXxvehUVFKx.png,https://topmate.io/hr4advice,Career Mentorship,"Career Coach | Ex-KPMG, Tata & Max Life | Talent Acquisition | HR | Growth Mentor",35802,144,categorizedusers,original,16,https://awards.topmate.io/career-mentorship
richa_singh_creator,Richa Singh,"https://topmate.io/cdn-cgi/image/width=640,quality=90/https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Richa-Singh%20(She/Her)-1661080472.jpeg",https://topmate.io/richa_singh_creator,Career Mentorship,"Strategy Consultant | GLG | Ex-Bain, EY, Gartner | Alteryx | UGC-NET | 1,25,000 followers on LinkedIn l 15,000 followers on Twitter",35146,34,categorizedusers,original,17,https://awards.topmate.io/career-mentorship
basant,Basant Shenouda,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_e5b347b0-ce85-4778-a748-9fcdb39ef43b.jpeg,https://topmate.io/basant,Career Mentorship,Sales @ Google | Content Creator w/ 50M+ views | Speaker | Harvard ‘24 | Communications Consultant | #basantblast,34450,46,categorizedusers,original,18,https://awards.topmate.io/career-mentorship
coachswaran,Coach Swaran,"https://topmate.io/cdn-cgi/image/width=640,quality=90/https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Swarandeep%20Singh-Kambo,%20FRSA%20(he/him)-1701849128.jpeg",https://topmate.io/coachswaran,Career Mentorship,Helping mid-career professionals thrive at work | Executive and Leadership Coach | Founder-Lykke Capital (micro VC Fund) | Former Fund-of-Funds Investor | Former Board Director,33142,9,categorizedusers,original,19,https://awards.topmate.io/career-mentorship
leela_venkatasatish_kolla,Leela VenkataSatish Kolla,https://topmate-staging.s3.amazonaws.com/dc8amKkBqUZvDdiXxh1AGU.png,https://topmate.io/leela_venkatasatish_kolla,Career Mentorship,"Global Corporate Mentoring Excellence Award Winner 2025,  Life Coach, Career Coach, ICF Professional Certified Coach (ICF PCC), PSAI Hyderabad Chapter President. Business Agility Wizard Award Winner; Spirit of Service Award Winner;",32243,58,categorizedusers,original,20,https://awards.topmate.io/career-mentorship
rohitsingh,Rohit Singh,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Rohit-Singh-1665403108.jpeg,https://topmate.io/rohitsingh,Career Mentorship,Business Consulting || 23000+ Followers on Linkedin || IIM Mumbai || Certified Fitness & Nutrition Consultant || Educator,31792,28,categorizedusers,original,21,https://awards.topmate.io/career-mentorship
hamza_farooq,Hamza Farooq,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_26fcce89-de30-452a-8c00-3a24ee88187d.jpeg,https://topmate.io/hamza_farooq,Professional Development,,143009,12,top400earners,llm_haiku,1,https://awards.topmate.io/professional-development
shivangi_tiwari,Shivangi Tiwari,https://static.topmate.io/wnzf2HiEFpuHpMQR6dYZ2L.jpg,https://topmate.io/shivangi_tiwari,Professional Development,Product Manager | Ex-Software Engineer | Tech Content creator | Career Coach |,137088,124,categorizedusers,original,2,https://awards.topmate.io/professional-development
aloksdubey,"Alok Dubey, CFP",https://topmate-staging.s3.amazonaws.com/66sCwk6U34oSeVByc1AVqU.jpeg,https://topmate.io/aloksdubey,Professional Development,,130870,48,top400earners,llm_haiku,3,https://awards.topmate.io/professional-development
snigdhadey,Snigdha Dey,https://static.topmate.io/uKBn9Dcrz3CKS8xphw5K36.jpg,https://topmate.io/snigdhadey,Professional Development,Programmatic SME & Mentor | Manager – Programmatic @ WPP | Guided 200+ professionals & aspiring marketers | Industrial Consultant,115814,145,categorizedusers,original,4,https://awards.topmate.io/professional-development
palashk,Palash Khandale,https://static.topmate.io/uZWtdULuryvo7MYxdS8Z7h.jpeg,https://topmate.io/palashk,Professional Development,ASIC Career Mentor | RTL Design Interview Prep for VLSI Jobs.,102076,30,categorizedusers,original,5,https://awards.topmate.io/professional-development
harshitdixit,Harshit Dixit,https://static.topmate.io/5LS2BDNHceMk5GEujVL18J.jpg,https://topmate.io/harshitdixit,Professional Development,,91634,271,top400earners,llm_haiku,6,https://awards.topmate.io/professional-development
satyam_khandelwal,Satyam Khandelwal,https://static.topmate.io/86zWmZfvuFyC1YAEHy4GAE.jpg,https://topmate.io/satyam_khandelwal,Professional Development,"Elevating Your Career Growth | Expert Career Coach | Public Speaker | Mentor of Change (Niti Ayog) | Transformed 10,000+ careers | 250+ talks delivered",91012,71,categorizedusers,original,7,https://awards.topmate.io/professional-development
gradapply,Pretha,https://static.topmate.io/19xJDETBk7Zh8mk7yPrv7x.jpg,https://topmate.io/gradapply,Professional Development,,90788,35,top400earners,llm_haiku,8,https://awards.topmate.io/professional-development
siddarth_shenoy,Siddarth Shenoy,https://static.topmate.io/fjpoqN9z95QXqQNZAiQJoP.jpeg,https://topmate.io/siddarth_shenoy,Professional Development,,90034,244,top400earners,llm_haiku,9,https://awards.topmate.io/professional-development
canadiandataguy,Canadian Data Guy,https://static.topmate.io/bkvzqwSexwH8cTFqvhh9MS.jpeg,https://topmate.io/canadiandataguy,Professional Development,,86901,2,top400earners,llm_haiku,10,https://awards.topmate.io/professional-development
lucywang,Lucy Wang,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_dd5e16eb-5154-48df-ab10-419ed085ad00.jpeg,https://topmate.io/lucywang,Professional Development,,86154,13,top400earners,llm_haiku,11,https://awards.topmate.io/professional-development
rajvi_halgekar,Rajvi Halgekar,https://static.topmate.io/k9TkDyEB8xmsWCU6yLFiws.webp,https://topmate.io/rajvi_halgekar,Professional Development,,84197,2708,top400earners,llm_haiku,12,https://awards.topmate.io/professional-development
bhavyainsights,Bhavya Sharma,https://static.topmate.io/6iSSfNshLvYjFUrTUXxPJ8.png,https://topmate.io/bhavyainsights,Professional Development,"Expertise in Resume Buidling, Interview .Prep, Resume Review, Career Gap Strategy & Guidance, Naukri & LinkedIn Optimization, Salary Negotiation, Strategic Exit From Company, Salary Hike & Promotion Tips.",84178,122,categorizedusers,original,13,https://awards.topmate.io/professional-development
ekhiyami,Ebrahim Khiyami,https://static.topmate.io/h9Quj31LQm2gtRuiLfN8rM.jpeg,https://topmate.io/ekhiyami,Professional Development,,83249,40,top400earners,llm_haiku,14,https://awards.topmate.io/professional-development
poorvaachoudharyy,Poorva Choudhary,https://static.topmate.io/uQE7aaAXcfpEqhjYrHLQqH.jpeg,https://topmate.io/poorvaachoudharyy,Professional Development,Career Coach | CUET Guidance | Class XII Boards Assistance | Class X Stream Selection | College Admission Process | Courses & Career Development | Got questions about your future? Let’s find the answers together! 🚀,81793,76,categorizedusers,original,15,https://awards.topmate.io/professional-development
ashok_kumar_sharma,Ashok Kumar Sharma,https://static.topmate.io/hLjTGK9hcvFrQ1NJLQXBw9.jpg,https://topmate.io/ashok_kumar_sharma,Professional Development,,81755,140,top400earners,llm_haiku,16,https://awards.topmate.io/professional-development
swarnima,Swarnima Pandit,https://static.topmate.io/tcGPjpCPA8KFiAE6aYAKht.png,https://topmate.io/swarnima,Professional Development,,77324,121,top400earners,llm_haiku,17,https://awards.topmate.io/professional-development
